SN,BBMP Zone,Ward Number,Ward Name,Date of identification as Containment zone,Total Number of positive cases,Containment Zone ID,Date of return to normal,Status
3567,Dasarahalli,70,Rajagopal Nagar,28-07-2020,1,D-A-459,10-08-2020,ACTIVE
3568,Dasarahalli,70,Rajagopal Nagar,28-07-2020,1,D-A-460,10-08-2020,ACTIVE
3569,Dasarahalli,70,Rajagopal Nagar,28-07-2020,1,D-A-461,10-08-2020,ACTIVE
3570,Dasarahalli,70,Rajagopal Nagar,30-07-2020,1,D-A-506,12-08-2020,ACTIVE
3571,Dasarahalli,70,Rajagopal Nagar,30-07-2020,1,D-A-507,12-08-2020,ACTIVE
3572,Dasarahalli,70,Rajagopal Nagar,30-07-2020,1,D-A-508,12-08-2020,ACTIVE
3573,Dasarahalli,70,Rajagopal Nagar,31-07-2020,6,D-A-535,13-08-2020,ACTIVE
3574,Dasarahalli,70,Rajagopal Nagar,31-07-2020,1,D-A-536,13-08-2020,ACTIVE
3575,Dasarahalli,70,Rajagopal Nagar,31-07-2020,1,D-A-537,13-08-2020,ACTIVE
3576,Dasarahalli,70,Rajagopal Nagar,31-07-2020,1,D-A-538,13-08-2020,ACTIVE
3577,Dasarahalli,71,Hegganahalli,20-07-2020,1,D-A-260,02-08-2020,ACTIVE
3578,Dasarahalli,71,Hegganahalli,22-07-2020,1,D-A-294,04-08-2020,ACTIVE
3579,Dasarahalli,71,Hegganahalli,22-07-2020,2,D-A-295,04-08-2020,ACTIVE
3580,Dasarahalli,71,Hegganahalli,22-07-2020,1,D-A-296,04-08-2020,ACTIVE
3581,Dasarahalli,71,Hegganahalli,22-07-2020,5,D-A-297,04-08-2020,ACTIVE
3582,Dasarahalli,71,Hegganahalli,22-07-2020,1,D-A-298,04-08-2020,ACTIVE
3583,Dasarahalli,71,Hegganahalli,22-07-2020,1,D-A-299,04-08-2020,ACTIVE
3584,Dasarahalli,71,Hegganahalli,23-07-2020,1,D-A-333,05-08-2020,ACTIVE
3585,Dasarahalli,71,Hegganahalli,23-07-2020,10,D-A-334,05-08-2020,ACTIVE
3586,Dasarahalli,71,Hegganahalli,23-07-2020,1,D-A-335,05-08-2020,ACTIVE
3587,Dasarahalli,71,Hegganahalli,17-07-2020,1,D-A-350,30-07-2020,ACTIVE
3588,Dasarahalli,71,Hegganahalli,17-07-2020,1,D-A-351,30-07-2020,ACTIVE
3589,Dasarahalli,71,Hegganahalli,24-07-2020,1,D-A-371,06-08-2020,ACTIVE
3590,Dasarahalli,71,Hegganahalli,24-07-2020,5,D-A-372,06-08-2020,ACTIVE
3591,Dasarahalli,71,Hegganahalli,24-07-2020,1,D-A-373,06-08-2020,ACTIVE
3592,Dasarahalli,71,Hegganahalli,26-07-2020,1,D-A-418,08-08-2020,ACTIVE
3593,Dasarahalli,71,Hegganahalli,26-07-2020,3,D-A-419,08-08-2020,ACTIVE
3594,Dasarahalli,71,Hegganahalli,27-07-2020,2,D-A-437,09-08-2020,ACTIVE
3595,Dasarahalli,71,Hegganahalli,27-07-2020,1,D-A-438,09-08-2020,ACTIVE
3596,Dasarahalli,71,Hegganahalli,27-07-2020,2,D-A-439,09-08-2020,ACTIVE
3597,Dasarahalli,71,Hegganahalli,27-07-2020,1,D-A-440,09-08-2020,ACTIVE
3598,Dasarahalli,71,Hegganahalli,27-07-2020,1,D-A-441,09-08-2020,ACTIVE
3599,Dasarahalli,71,Hegganahalli,28-07-2020,1,D-A-462,10-08-2020,ACTIVE
3600,Dasarahalli,71,Hegganahalli,28-07-2020,3,D-A-463,10-08-2020,ACTIVE
3601,Dasarahalli,71,Hegganahalli,28-07-2020,3,D-A-464,10-08-2020,ACTIVE
3602,Dasarahalli,71,Hegganahalli,28-07-2020,1,D-A-465,10-08-2020,ACTIVE
3603,Dasarahalli,71,Hegganahalli,28-07-2020,3,D-A-466,10-08-2020,ACTIVE
3604,Dasarahalli,71,Hegganahalli,28-07-2020,1,D-A-467,10-08-2020,ACTIVE
3605,Dasarahalli,71,Hegganahalli,28-07-2020,1,D-A-468,10-08-2020,ACTIVE
3606,Dasarahalli,71,Hegganahalli,29-07-2020,1,D-A-489,11-08-2020,ACTIVE
3607,Dasarahalli,71,Hegganahalli,29-07-2020,2,D-A-490,11-08-2020,ACTIVE
3608,Dasarahalli,71,Hegganahalli,29-07-2020,1,D-A-491,11-08-2020,ACTIVE
3609,Dasarahalli,71,Hegganahalli,29-07-2020,1,D-A-492,11-08-2020,ACTIVE
3610,Dasarahalli,71,Hegganahalli,29-07-2020,1,D-A-493,11-08-2020,ACTIVE
3611,Dasarahalli,71,Hegganahalli,30-07-2020,1,D-A-509,12-08-2020,ACTIVE
3612,Dasarahalli,71,Hegganahalli,31-07-2020,1,D-A-539,13-08-2020,ACTIVE
3613,RR Nagar,72,Herohalli,20-07-2020,3,D-A-261,02-08-2020,ACTIVE
3614,RR Nagar,72,Herohalli,15-07-2020,1,R-A- 327,28-07-2020,ACTIVE
3615,RR Nagar,72,Herohalli,15-07-2020,1,R-A- 712,28-07-2020,ACTIVE
3616,RR Nagar,72,Herohalli,15-07-2020,1,R-A- 713,28-07-2020,ACTIVE
3617,RR Nagar,72,Herohalli,23-07-2020,1,R-A-1253,05-08-2020,ACTIVE
3618,RR Nagar,72,Herohalli,23-07-2020,1,R-A-1254,05-08-2020,ACTIVE
3619,RR Nagar,72,Herohalli,23-07-2020,1,R-A-1255,05-08-2020,ACTIVE
3620,RR Nagar,72,Herohalli,23-07-2020,1,R-A-1256,05-08-2020,ACTIVE
3621,RR Nagar,72,Herohalli,23-07-2020,1,R-A-1257,05-08-2020,ACTIVE
3622,RR Nagar,72,Herohalli,23-07-2020,1,R-A-1258,05-08-2020,ACTIVE
3623,RR Nagar,72,Herohalli,24-07-2020,1,R-A-1347,06-08-2020,ACTIVE
3624,RR Nagar,72,Herohalli,26-07-2020,1,R-A-1471,08-08-2020,ACTIVE
3625,RR Nagar,72,Herohalli,26-07-2020,1,R-A-1472,08-08-2020,ACTIVE
3626,RR Nagar,72,Herohalli,27-07-2020,2,R-A-1526,09-08-2020,ACTIVE
3627,RR Nagar,72,Herohalli,27-07-2020,3,R-A-1527,09-08-2020,ACTIVE
3628,RR Nagar,72,Herohalli,27-07-2020,1,R-A-1528,09-08-2020,ACTIVE
3629,RR Nagar,72,Herohalli,27-07-2020,1,R-A-1529,09-08-2020,ACTIVE
3630,RR Nagar,72,Herohalli,28-07-2020,2,R-A-1589,10-08-2020,ACTIVE
3631,RR Nagar,72,Herohalli,28-07-2020,2,R-A-1590,10-08-2020,ACTIVE
3632,RR Nagar,72,Herohalli,28-07-2020,1,R-A-1591,10-08-2020,ACTIVE
3633,RR Nagar,72,Herohalli,28-07-2020,1,R-A-1592,10-08-2020,ACTIVE
3634,RR Nagar,72,Herohalli,28-07-2020,1,R-A-1593,10-08-2020,ACTIVE
3635,RR Nagar,72,Herohalli,28-07-2020,2,R-A-1594,10-08-2020,ACTIVE
3636,RR Nagar,72,Herohalli,29-07-2020,1,R-A-1698,11-08-2020,ACTIVE
3637,RR Nagar,72,Herohalli,29-07-2020,1,R-A-1699,11-08-2020,ACTIVE
3638,RR Nagar,72,Herohalli,29-07-2020,1,R-A-1700,11-08-2020,ACTIVE
3639,RR Nagar,72,Herohalli,29-07-2020,1,R-A-1701,11-08-2020,ACTIVE
3640,RR Nagar,72,Herohalli,29-07-2020,1,R-A-1702,11-08-2020,ACTIVE
3641,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1794,12-08-2020,ACTIVE
3642,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1795,12-08-2020,ACTIVE
3643,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1796,12-08-2020,ACTIVE
3644,RR Nagar,72,Herohalli,30-07-2020,2,R-A-1797,12-08-2020,ACTIVE
3645,RR Nagar,72,Herohalli,30-07-2020,3,R-A-1798,12-08-2020,ACTIVE
3646,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1799,12-08-2020,ACTIVE
3647,RR Nagar,72,Herohalli,30-07-2020,5,R-A-1800,12-08-2020,ACTIVE
3648,RR Nagar,72,Herohalli,30-07-2020,2,R-A-1801,12-08-2020,ACTIVE
3649,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1802,12-08-2020,ACTIVE
3650,RR Nagar,72,Herohalli,30-07-2020,4,R-A-1803,12-08-2020,ACTIVE
3651,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1804,12-08-2020,ACTIVE
3652,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1805,12-08-2020,ACTIVE
3653,RR Nagar,72,Herohalli,30-07-2020,1,R-A-1806,12-08-2020,ACTIVE
3654,RR Nagar,72,Herohalli,31-07-2020,1,R-A-1891,13-08-2020,ACTIVE
3655,RR Nagar,72,Herohalli,31-07-2020,1,R-A-1892,13-08-2020,ACTIVE
3656,RR Nagar,72,Herohalli,31-07-2020,1,R-A-1893,13-08-2020,ACTIVE
3657,RR Nagar,72,Herohalli,31-07-2020,1,R-A-1894,13-08-2020,ACTIVE
3658,RR Nagar,72,Herohalli,19-07-2020,1,R-A-971,01-08-2020,ACTIVE
3659,RR Nagar,72,Herohalli,19-07-2020,1,R-A-972,01-08-2020,ACTIVE
3660,RR Nagar,72,Herohalli,27-07-2020,1,R-AP-1524,09-08-2020,ACTIVE
3661,RR Nagar,72,Herohalli,27-07-2020,1,R-AP-1525,09-08-2020,ACTIVE
3662,RR Nagar,73,Kottegepalya,15-07-2020,1,R-A- 714,28-07-2020,ACTIVE
3663,RR Nagar,73,Kottegepalya,15-07-2020,2,R-A- 715,28-07-2020,ACTIVE
3664,RR Nagar,73,Kottegepalya,15-07-2020,1,R-A- 717,28-07-2020,ACTIVE
3665,RR Nagar,73,Kottegepalya,23-07-2020,1,R-A-1259,05-08-2020,ACTIVE
3666,RR Nagar,73,Kottegepalya,23-07-2020,1,R-A-1260,05-08-2020,ACTIVE
3667,RR Nagar,73,Kottegepalya,23-07-2020,1,R-A-1261,05-08-2020,ACTIVE
3668,RR Nagar,73,Kottegepalya,24-07-2020,1,R-A-1348,06-08-2020,ACTIVE
3669,RR Nagar,73,Kottegepalya,24-07-2020,1,R-A-1349,06-08-2020,ACTIVE
3670,RR Nagar,73,Kottegepalya,24-07-2020,1,R-A-1350,06-08-2020,ACTIVE
3671,RR Nagar,73,Kottegepalya,26-07-2020,1,R-A-1473,08-08-2020,ACTIVE
3672,RR Nagar,73,Kottegepalya,26-07-2020,1,R-A-1474,08-08-2020,ACTIVE
3673,RR Nagar,73,Kottegepalya,26-07-2020,1,R-A-1475,08-08-2020,ACTIVE
3674,RR Nagar,73,Kottegepalya,27-07-2020,1,R-A-1530,09-08-2020,ACTIVE
3675,RR Nagar,73,Kottegepalya,27-07-2020,1,R-A-1531,09-08-2020,ACTIVE
3676,RR Nagar,73,Kottegepalya,27-07-2020,1,R-A-1532,09-08-2020,ACTIVE
3677,RR Nagar,73,Kottegepalya,27-07-2020,1,R-A-1533,09-08-2020,ACTIVE
3678,RR Nagar,73,Kottegepalya,27-07-2020,1,R-A-1534,09-08-2020,ACTIVE
3679,RR Nagar,73,Kottegepalya,27-07-2020,1,R-A-1535,09-08-2020,ACTIVE
3680,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1595,10-08-2020,ACTIVE
3681,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1596,10-08-2020,ACTIVE
3682,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1597,10-08-2020,ACTIVE
3683,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1599,10-08-2020,ACTIVE
3684,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1600,10-08-2020,ACTIVE
3685,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1601,10-08-2020,ACTIVE
3686,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1602,10-08-2020,ACTIVE
3687,RR Nagar,73,Kottegepalya,28-07-2020,1,R-A-1603,10-08-2020,ACTIVE
3688,RR Nagar,73,Kottegepalya,29-07-2020,2,R-A-1703,11-08-2020,ACTIVE
3689,RR Nagar,73,Kottegepalya,29-07-2020,1,R-A-1704,11-08-2020,ACTIVE
3690,RR Nagar,73,Kottegepalya,29-07-2020,3,R-A-1705,11-08-2020,ACTIVE
3691,RR Nagar,73,Kottegepalya,29-07-2020,1,R-A-1706,11-08-2020,ACTIVE
3692,RR Nagar,73,Kottegepalya,29-07-2020,1,R-A-1707,11-08-2020,ACTIVE
3693,RR Nagar,73,Kottegepalya,29-07-2020,1,R-A-1708,11-08-2020,ACTIVE
3694,RR Nagar,73,Kottegepalya,29-07-2020,2,R-A-1709,11-08-2020,ACTIVE
3695,RR Nagar,73,Kottegepalya,30-07-2020,1,R-A-1807,12-08-2020,ACTIVE
3696,RR Nagar,73,Kottegepalya,30-07-2020,1,R-A-1808,12-08-2020,ACTIVE
3697,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1895,13-08-2020,ACTIVE
3698,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1896,13-08-2020,ACTIVE
3699,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1897,13-08-2020,ACTIVE
3700,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1898,13-08-2020,ACTIVE
3701,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1899,13-08-2020,ACTIVE
3702,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1900,13-08-2020,ACTIVE
3703,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1901,13-08-2020,ACTIVE
3704,RR Nagar,73,Kottegepalya,31-07-2020,1,R-A-1902,13-08-2020,ACTIVE
3705,RR Nagar,73,Kottegepalya,25-06-2020,1,R-A-61,07-08-2020,ACTIVE
3706,RR Nagar,73,Kottegepalya,25-06-2020,1,R-A-62,07-08-2020,ACTIVE
3707,RR Nagar,73,Kottegepalya,19-07-2020,1,R-A-973,01-08-2020,ACTIVE
3708,RR Nagar,73,Kottegepalya,19-07-2020,1,R-A-974,01-08-2020,ACTIVE
3709,RR Nagar,73,Kottegepalya,19-07-2020,1,R-A-975,01-08-2020,ACTIVE
3710,RR Nagar,73,Kottegepalya,19-07-2020,3,R-A-976,01-08-2020,ACTIVE
3711,RR Nagar,73,Kottegepalya,28-07-2020,1,R-AP-1598,10-08-2020,ACTIVE
3712,West,74,Shakthi Ganapathi Nagar,18-07-2020,4,W-A-1752,01-08-2020,ACTIVE
3713,West,74,Shakthi Ganapathi Nagar,18-07-2020,2,W-A-1753,01-08-2020,EXTENDED
3714,West,74,Shakthi Ganapathi Nagar,18-07-2020,1,W-A-1754,01-08-2020,ACTIVE
3715,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1951,03-08-2020,ACTIVE
3716,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1952,03-08-2020,ACTIVE
3717,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1953,03-08-2020,ACTIVE
3718,West,74,Shakthi Ganapathi Nagar,20-07-2020,3,W-A-1954,03-08-2020,ACTIVE
3719,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1955,03-08-2020,ACTIVE
3720,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1956,03-08-2020,ACTIVE
3721,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1957,03-08-2020,ACTIVE
3722,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1958,03-08-2020,ACTIVE
3723,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1959,03-08-2020,ACTIVE
3724,West,74,Shakthi Ganapathi Nagar,20-07-2020,1,W-A-1960,03-08-2020,ACTIVE
3725,West,74,Shakthi Ganapathi Nagar,21-07-2020,1,W-A-2058,04-08-2020,ACTIVE
3726,West,74,Shakthi Ganapathi Nagar,21-07-2020,1,W-A-2059,04-08-2020,ACTIVE
3727,West,74,Shakthi Ganapathi Nagar,22-07-2020,1,W-A-2169,05-08-2020,ACTIVE
3728,West,74,Shakthi Ganapathi Nagar,22-07-2020,1,W-A-2170,05-08-2020,ACTIVE
3729,West,74,Shakthi Ganapathi Nagar,22-07-2020,1,W-A-2171,05-08-2020,ACTIVE
3730,West,74,Shakthi Ganapathi Nagar,22-07-2020,1,W-A-2172,05-08-2020,ACTIVE
3731,West,74,Shakthi Ganapathi Nagar,22-07-2020,1,W-A-2173,05-08-2020,ACTIVE
3732,West,74,Shakthi Ganapathi Nagar,22-07-2020,1,W-A-2174,05-08-2020,ACTIVE
3733,West,74,Shakthi Ganapathi Nagar,22-07-2020,1,W-A-2175,05-08-2020,ACTIVE
3734,West,74,Shakthi Ganapathi Nagar,23-07-2020,1,W-A-2341,06-08-2020,ACTIVE
3735,West,74,Shakthi Ganapathi Nagar,23-07-2020,2,W-A-2342,06-08-2020,ACTIVE
3736,West,74,Shakthi Ganapathi Nagar,25-07-2020,2,W-A-2621,08-08-2020,ACTIVE
3737,West,74,Shakthi Ganapathi Nagar,25-07-2020,1,W-A-2622,08-08-2020,ACTIVE
3738,West,74,Shakthi Ganapathi Nagar,25-07-2020,1,W-A-2623,08-08-2020,ACTIVE
3739,West,74,Shakthi Ganapathi Nagar,26-07-2020,1,W-A-2756,09-08-2020,ACTIVE
3740,West,74,Shakthi Ganapathi Nagar,27-07-2020,1,W-A-2871,09-08-2020,ACTIVE
3741,West,74,Shakthi Ganapathi Nagar,27-07-2020,1,W-A-2872,09-08-2020,ACTIVE
3742,West,74,Shakthi Ganapathi Nagar,27-07-2020,2,W-A-2873,09-08-2020,ACTIVE
3743,West,74,Shakthi Ganapathi Nagar,28-07-2020,1,W-A-3073,10-08-2020,ACTIVE
3744,West,74,Shakthi Ganapathi Nagar,28-07-2020,2,W-A-3074,10-08-2020,ACTIVE
3745,West,74,Shakthi Ganapathi Nagar,28-07-2020,1,W-A-3075,10-08-2020,ACTIVE
3746,West,74,Shakthi Ganapathi Nagar,28-07-2020,1,W-A-3076,10-08-2020,ACTIVE
3747,West,74,Shakthi Ganapathi Nagar,28-07-2020,1,W-A-3077,10-08-2020,ACTIVE
3748,West,74,Shakthi Ganapathi Nagar,28-07-2020,1,W-A-3078,10-08-2020,ACTIVE
3749,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3635,13-08-2020,ACTIVE
3750,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3636,13-08-2020,ACTIVE
3751,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3637,13-08-2020,ACTIVE
3752,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3638,13-08-2020,ACTIVE
3753,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3639,13-08-2020,ACTIVE
3754,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3640,13-08-2020,ACTIVE
3755,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3641,13-08-2020,ACTIVE
3756,West,74,Shakthi Ganapathi Nagar,31-07-2020,1,W-A-3642,13-08-2020,ACTIVE
3757,West,74,Shakthi Ganapathi Nagar,01-08-2020,1,W-A-3832,14-08-2020,ACTIVE
3758,West,74,Shakthi Ganapathi Nagar,01-08-2020,1,W-A-3833,14-08-2020,ACTIVE
3759,West,74,Shakthi Ganapathi Nagar,01-08-2020,1,W-A-3834,14-08-2020,ACTIVE
3760,West,74,Shakthi Ganapathi Nagar,02-08-2020,2,W-A-4057,15-08-2020,ACTIVE
3761,West,74,Shakthi Ganapathi Nagar,02-08-2020,2,W-A-4058,15-08-2020,ACTIVE
3762,West,75,Shankar Matt,18-07-2020,1,W-A-1755,01-08-2020,ACTIVE
3763,West,75,Shankar Matt,18-07-2020,2,W-A-1756,01-08-2020,ACTIVE
3764,West,75,Shankar Matt,18-07-2020,1,W-A-1757,01-08-2020,ACTIVE
3765,West,75,Shankar Matt,20-07-2020,3,W-A-1961,03-08-2020,ACTIVE
3766,West,75,Shankar Matt,20-07-2020,1,W-A-1962,03-08-2020,ACTIVE
3767,West,75,Shankar Matt,20-07-2020,1,W-A-1963,03-08-2020,ACTIVE
3768,West,75,Shankar Matt,20-07-2020,1,W-A-1964,03-08-2020,ACTIVE
3769,West,75,Shankar Matt,21-07-2020,1,W-A-2060,04-08-2020,ACTIVE
3770,West,75,Shankar Matt,21-07-2020,1,W-A-2061,04-08-2020,ACTIVE
3771,West,75,Shankar Matt,22-07-2020,1,W-A-2176,05-08-2020,ACTIVE
3772,West,75,Shankar Matt,22-07-2020,1,W-A-2177,05-08-2020,ACTIVE
3773,West,75,Shankar Matt,22-07-2020,1,W-A-2178,05-08-2020,ACTIVE
3774,West,75,Shankar Matt,22-07-2020,1,W-A-2179,05-08-2020,ACTIVE
3775,West,75,Shankar Matt,22-07-2020,1,W-A-2180,05-08-2020,ACTIVE
3776,West,75,Shankar Matt,22-07-2020,1,W-A-2181,05-08-2020,ACTIVE
3777,West,75,Shankar Matt,22-07-2020,1,W-A-2182,05-08-2020,ACTIVE
3778,West,75,Shankar Matt,23-07-2020,1,W-A-2343,06-08-2020,ACTIVE
3779,West,75,Shankar Matt,23-07-2020,1,W-A-2344,06-08-2020,ACTIVE
3780,West,75,Shankar Matt,23-07-2020,1,W-A-2345,06-08-2020,ACTIVE
3781,West,75,Shankar Matt,23-07-2020,1,W-A-2346,06-08-2020,ACTIVE
3782,West,75,Shankar Matt,23-07-2020,1,W-A-2347,06-08-2020,ACTIVE
3783,West,75,Shankar Matt,23-07-2020,1,W-A-2348,06-08-2020,ACTIVE
3784,West,75,Shankar Matt,25-07-2020,1,W-A-2624,08-08-2020,ACTIVE
3785,West,75,Shankar Matt,25-07-2020,1,W-A-2625,08-08-2020,ACTIVE
3786,West,75,Shankar Matt,25-07-2020,1,W-A-2626,08-08-2020,ACTIVE
3787,West,75,Shankar Matt,25-07-2020,1,W-A-2627,08-08-2020,ACTIVE
3788,West,75,Shankar Matt,26-07-2020,2,W-A-2757,09-08-2020,ACTIVE
3789,West,75,Shankar Matt,27-07-2020,1,W-A-2874,09-08-2020,ACTIVE
3790,West,75,Shankar Matt,27-07-2020,1,W-A-2875,09-08-2020,ACTIVE
3791,West,75,Shankar Matt,27-07-2020,1,W-A-2876,09-08-2020,ACTIVE
3792,West,75,Shankar Matt,27-07-2020,1,W-A-2877,09-08-2020,ACTIVE
3793,West,75,Shankar Matt,27-07-2020,1,W-A-2878,09-08-2020,ACTIVE
3794,West,75,Shankar Matt,28-07-2020,1,W-A-3079,10-08-2020,ACTIVE
3795,West,75,Shankar Matt,28-07-2020,1,W-A-3080,10-08-2020,ACTIVE
3796,West,75,Shankar Matt,28-07-2020,1,W-A-3081,10-08-2020,ACTIVE
3797,West,75,Shankar Matt,28-07-2020,1,W-A-3082,10-08-2020,ACTIVE
3798,West,75,Shankar Matt,28-07-2020,1,W-A-3083,10-08-2020,ACTIVE
3799,West,75,Shankar Matt,28-07-2020,1,W-A-3084,10-08-2020,ACTIVE
3800,West,75,Shankar Matt,28-07-2020,2,W-A-3085,10-08-2020,ACTIVE
3801,West,75,Shankar Matt,28-07-2020,1,W-A-3086,10-08-2020,ACTIVE
3802,West,75,Shankar Matt,28-07-2020,1,W-A-3087,10-08-2020,ACTIVE
3803,West,75,Shankar Matt,28-07-2020,1,W-A-3088,10-08-2020,ACTIVE
3804,West,75,Shankar Matt,28-07-2020,1,W-A-3089,10-08-2020,ACTIVE
3805,West,75,Shankar Matt,28-07-2020,1,W-A-3090,10-08-2020,ACTIVE
3806,West,75,Shankar Matt,28-07-2020,1,W-A-3091,10-08-2020,ACTIVE
3807,West,75,Shankar Matt,31-07-2020,2,W-A-3643,13-08-2020,ACTIVE
3808,West,75,Shankar Matt,31-07-2020,1,W-A-3644,13-08-2020,ACTIVE
3809,West,75,Shankar Matt,31-07-2020,1,W-A-3645,13-08-2020,ACTIVE
3810,West,75,Shankar Matt,31-07-2020,1,W-A-3646,13-08-2020,ACTIVE
3811,West,75,Shankar Matt,31-07-2020,1,W-A-3647,13-08-2020,ACTIVE
3812,West,75,Shankar Matt,20-07-2020,1,W-AP-122,03-08-2020,ACTIVE
3813,West,75,Shankar Matt,23-07-2020,1,W-AP-136,06-08-2020,ACTIVE
3814,West,75,Shankar Matt,01-08-2020,1,W-A-3835,14-08-2020,ACTIVE
3815,West,75,Shankar Matt,01-08-2020,1,W-A-3836,14-08-2020,ACTIVE
3816,West,75,Shankar Matt,01-08-2020,1,W-A-3837,14-08-2020,ACTIVE
3817,West,75,Shankar Matt,01-08-2020,1,W-A-3838,14-08-2020,ACTIVE
3818,West,75,Shankar Matt,01-08-2020,1,W-A-3839,14-08-2020,ACTIVE
3819,West,75,Shankar Matt,01-08-2020,1,W-A-3840,14-08-2020,ACTIVE
3820,West,75,Shankar Matt,01-08-2020,2,W-A-3841,14-08-2020,ACTIVE
3821,West,75,Shankar Matt,01-08-2020,1,W-A-3842,14-08-2020,ACTIVE
3822,West,75,Shankar Matt,02-08-2020,1,W-A-4059,15-08-2020,ACTIVE
3823,West,75,Shankar Matt,02-08-2020,1,W-A-4060,15-08-2020,ACTIVE
3824,West,75,Shankar Matt,02-08-2020,1,W-A-4061,15-08-2020,ACTIVE
3825,West,75,Shankar Matt,02-08-2020,1,W-A-4062,15-08-2020,ACTIVE
3826,West,75,Shankar Matt,02-08-2020,1,W-A-4063,15-08-2020,ACTIVE
3827,West,75,Shankar Matt,02-08-2020,1,W-A-4064,15-08-2020,ACTIVE
3828,West,76,Gayithri Nagar,18-07-2020,1,W-A-1758,01-08-2020,ACTIVE
3829,West,76,Gayithri Nagar,20-07-2020,1,W-A-1965,03-08-2020,ACTIVE
3830,West,76,Gayithri Nagar,20-07-2020,1,W-A-1966,03-08-2020,ACTIVE
3831,West,76,Gayithri Nagar,20-07-2020,1,W-A-1967,03-08-2020,ACTIVE
3832,West,76,Gayithri Nagar,22-07-2020,1,W-A-2183,05-08-2020,ACTIVE
3833,West,76,Gayithri Nagar,22-07-2020,1,W-A-2184,05-08-2020,ACTIVE
3834,West,76,Gayithri Nagar,23-07-2020,1,W-A-2349,06-08-2020,ACTIVE
3835,West,76,Gayithri Nagar,23-07-2020,1,W-A-2350,06-08-2020,ACTIVE
3836,West,76,Gayithri Nagar,23-07-2020,1,W-A-2351,06-08-2020,ACTIVE
3837,West,76,Gayithri Nagar,23-07-2020,1,W-A-2352,06-08-2020,ACTIVE
3838,West,76,Gayithri Nagar,23-07-2020,1,W-A-2353,06-08-2020,ACTIVE
3839,West,76,Gayithri Nagar,23-07-2020,1,W-A-2354,06-08-2020,ACTIVE
3840,West,76,Gayithri Nagar,23-07-2020,1,W-A-2355,06-08-2020,ACTIVE
3841,West,76,Gayithri Nagar,25-07-2020,1,W-A-2628,08-08-2020,ACTIVE
3842,West,76,Gayithri Nagar,26-07-2020,1,W-A-2758,09-08-2020,ACTIVE
3843,West,76,Gayithri Nagar,26-07-2020,1,W-A-2759,09-08-2020,ACTIVE
3844,West,76,Gayithri Nagar,26-07-2020,2,W-A-2760,09-08-2020,ACTIVE
3845,West,76,Gayithri Nagar,27-07-2020,1,W-A-2879,09-08-2020,ACTIVE
3846,West,76,Gayithri Nagar,27-07-2020,1,W-A-2880,09-08-2020,ACTIVE
3847,West,76,Gayithri Nagar,27-07-2020,2,W-A-2881,09-08-2020,ACTIVE
3848,West,76,Gayithri Nagar,27-07-2020,1,W-A-2882,09-08-2020,ACTIVE
3849,West,76,Gayithri Nagar,27-07-2020,1,W-A-2883,09-08-2020,ACTIVE
3850,West,76,Gayithri Nagar,27-07-2020,1,W-A-2884,09-08-2020,ACTIVE
3851,West,76,Gayithri Nagar,27-07-2020,1,W-A-2885,09-08-2020,ACTIVE
